diagcode,ccs,ccs43_text,label,ccs_label
354,3,allergies and poisoning,14,"allergic reactions, rehabilitation care; fitting of prostheses; and adjustment of devices, administrative/social admission, medical examination/evaluation, other aftercare, other screening for suspected conditions (not mental disorders or infectious disease), residual codes; unclassified, e codes: all (external causes of injury and poisoning)"
355,3,allergies and poisoning,14,"allergic reactions, rehabilitation care; fitting of prostheses; and adjustment of devices, administrative/social admission, medical examination/evaluation, other aftercare, other screening for suspected conditions (not mental disorders or infectious disease), residual codes; unclassified, e codes: all (external causes of injury and poisoning)"
356,3,allergies and poisoning,14,"allergic reactions, rehabilitation care; fitting of prostheses; and adjustment of devices, administrative/social admission, medical examination/evaluation, other aftercare, other screening for suspected conditions (not mental disorders or infectious disease), residual codes; unclassified, e codes: all (external causes of injury and poisoning)"
357,3,allergies and poisoning,14,"allergic reactions, rehabilitation care; fitting of prostheses; and adjustment of devices, administrative/social admission, medical examination/evaluation, other aftercare, other screening for suspected conditions (not mental disorders or infectious disease), residual codes; unclassified, e codes: all (external causes of injury and poisoning)"
358,3,allergies and poisoning,14,"allergic reactions, rehabilitation care; fitting of prostheses; and adjustment of devices, administrative/social admission, medical examination/evaluation, other aftercare, other screening for suspected conditions (not mental disorders or infectious disease), residual codes; unclassified, e codes: all (external causes of injury and poisoning)"
359,3,allergies and poisoning,14,"allergic reactions, rehabilitation care; fitting of prostheses; and adjustment of devices, administrative/social admission, medical examination/evaluation, other aftercare, other screening for suspected conditions (not mental disorders or infectious disease), residual codes; unclassified, e codes: all (external causes of injury and poisoning)"
360,3,allergies and poisoning,14,"allergic reactions, rehabilitation care; fitting of prostheses; and adjustment of devices, administrative/social admission, medical examination/evaluation, other aftercare, other screening for suspected conditions (not mental disorders or infectious disease), residual codes; unclassified, e codes: all (external causes of injury and poisoning)"
361,3,allergies and poisoning,14,"allergic reactions, rehabilitation care; fitting of prostheses; and adjustment of devices, administrative/social admission, medical examination/evaluation, other aftercare, other screening for suspected conditions (not mental disorders or infectious disease), residual codes; unclassified, e codes: all (external causes of injury and poisoning)"
362,3,allergies and poisoning,14,"allergic reactions, rehabilitation care; fitting of prostheses; and adjustment of devices, administrative/social admission, medical examination/evaluation, other aftercare, other screening for suspected conditions (not mental disorders or infectious disease), residual codes; unclassified, e codes: all (external causes of injury and poisoning)"
363,3,allergies and poisoning,14,"allergic reactions, rehabilitation care; fitting of prostheses; and adjustment of devices, administrative/social admission, medical examination/evaluation, other aftercare, other screening for suspected conditions (not mental disorders or infectious disease), residual codes; unclassified, e codes: all (external causes of injury and poisoning)"
364,3,allergies and poisoning,14,"allergic reactions, rehabilitation care; fitting of prostheses; and adjustment of devices, administrative/social admission, medical examination/evaluation, other aftercare, other screening for suspected conditions (not mental disorders or infectious disease), residual codes; unclassified, e codes: all (external causes of injury and poisoning)"
365,3,allergies and poisoning,14,"allergic reactions, rehabilitation care; fitting of prostheses; and adjustment of devices, administrative/social admission, medical examination/evaluation, other aftercare, other screening for suspected conditions (not mental disorders or infectious disease), residual codes; unclassified, e codes: all (external causes of injury and poisoning)"
366,3,allergies and poisoning,14,"allergic reactions, rehabilitation care; fitting of prostheses; and adjustment of devices, administrative/social admission, medical examination/evaluation, other aftercare, other screening for suspected conditions (not mental disorders or infectious disease), residual codes; unclassified, e codes: all (external causes of injury and poisoning)"
367,3,allergies and poisoning,14,"allergic reactions, rehabilitation care; fitting of prostheses; and adjustment of devices, administrative/social admission, medical examination/evaluation, other aftercare, other screening for suspected conditions (not mental disorders or infectious disease), residual codes; unclassified, e codes: all (external causes of injury and poisoning)"
368,3,allergies and poisoning,14,"allergic reactions, rehabilitation care; fitting of prostheses; and adjustment of devices, administrative/social admission, medical examination/evaluation, other aftercare, other screening for suspected conditions (not mental disorders or infectious disease), residual codes; unclassified, e codes: all (external causes of injury and poisoning)"
369,3,allergies and poisoning,14,"allergic reactions, rehabilitation care; fitting of prostheses; and adjustment of devices, administrative/social admission, medical examination/evaluation, other aftercare, other screening for suspected conditions (not mental disorders or infectious disease), residual codes; unclassified, e codes: all (external causes of injury and poisoning)"
370,3,allergies and poisoning,14,"allergic reactions, rehabilitation care; fitting of prostheses; and adjustment of devices, administrative/social admission, medical examination/evaluation, other aftercare, other screening for suspected conditions (not mental disorders or infectious disease), residual codes; unclassified, e codes: all (external causes of injury and poisoning)"
371,3,allergies and poisoning,14,"allergic reactions, rehabilitation care; fitting of prostheses; and adjustment of devices, administrative/social admission, medical examination/evaluation, other aftercare, other screening for suspected conditions (not mental disorders or infectious disease), residual codes; unclassified, e codes: all (external causes of injury and poisoning)"
372,3,allergies and poisoning,14,"allergic reactions, rehabilitation care; fitting of prostheses; and adjustment of devices, administrative/social admission, medical examination/evaluation, other aftercare, other screening for suspected conditions (not mental disorders or infectious disease), residual codes; unclassified, e codes: all (external causes of injury and poisoning)"
373,3,allergies and poisoning,14,"allergic reactions, rehabilitation care; fitting of prostheses; and adjustment of devices, administrative/social admission, medical examination/evaluation, other aftercare, other screening for suspected conditions (not mental disorders or infectious disease), residual codes; unclassified, e codes: all (external causes of injury and poisoning)"
374,3,allergies and poisoning,14,"allergic reactions, rehabilitation care; fitting of prostheses; and adjustment of devices, administrative/social admission, medical examination/evaluation, other aftercare, other screening for suspected conditions (not mental disorders or infectious disease), residual codes; unclassified, e codes: all (external causes of injury and poisoning)"
375,3,allergies and poisoning,14,"allergic reactions, rehabilitation care; fitting of prostheses; and adjustment of devices, administrative/social admission, medical examination/evaluation, other aftercare, other screening for suspected conditions (not mental disorders or infectious disease), residual codes; unclassified, e codes: all (external causes of injury and poisoning)"
376,3,allergies and poisoning,14,"allergic reactions, rehabilitation care; fitting of prostheses; and adjustment of devices, administrative/social admission, medical examination/evaluation, other aftercare, other screening for suspected conditions (not mental disorders or infectious disease), residual codes; unclassified, e codes: all (external causes of injury and poisoning)"
377,3,allergies and poisoning,14,"allergic reactions, rehabilitation care; fitting of prostheses; and adjustment of devices, administrative/social admission, medical examination/evaluation, other aftercare, other screening for suspected conditions (not mental disorders or infectious disease), residual codes; unclassified, e codes: all (external causes of injury and poisoning)"
378,3,allergies and poisoning,14,"allergic reactions, rehabilitation care; fitting of prostheses; and adjustment of devices, administrative/social admission, medical examination/evaluation, other aftercare, other screening for suspected conditions (not mental disorders or infectious disease), residual codes; unclassified, e codes: all (external causes of injury and poisoning)"
379,3,allergies and poisoning,14,"allergic reactions, rehabilitation care; fitting of prostheses; and adjustment of devices, administrative/social admission, medical examination/evaluation, other aftercare, other screening for suspected conditions (not mental disorders or infectious disease), residual codes; unclassified, e codes: all (external causes of injury and poisoning)"
380,3,allergies and poisoning,14,"allergic reactions, rehabilitation care; fitting of prostheses; and adjustment of devices, administrative/social admission, medical examination/evaluation, other aftercare, other screening for suspected conditions (not mental disorders or infectious disease), residual codes; unclassified, e codes: all (external causes of injury and poisoning)"
381,3,allergies and poisoning,14,"allergic reactions, rehabilitation care; fitting of prostheses; and adjustment of devices, administrative/social admission, medical examination/evaluation, other aftercare, other screening for suspected conditions (not mental disorders or infectious disease), residual codes; unclassified, e codes: all (external causes of injury and poisoning)"
382,3,allergies and poisoning,14,"allergic reactions, rehabilitation care; fitting of prostheses; and adjustment of devices, administrative/social admission, medical examination/evaluation, other aftercare, other screening for suspected conditions (not mental disorders or infectious disease), residual codes; unclassified, e codes: all (external causes of injury and poisoning)"
383,3,allergies and poisoning,14,"allergic reactions, rehabilitation care; fitting of prostheses; and adjustment of devices, administrative/social admission, medical examination/evaluation, other aftercare, other screening for suspected conditions (not mental disorders or infectious disease), residual codes; unclassified, e codes: all (external causes of injury and poisoning)"
384,3,allergies and poisoning,14,"allergic reactions, rehabilitation care; fitting of prostheses; and adjustment of devices, administrative/social admission, medical examination/evaluation, other aftercare, other screening for suspected conditions (not mental disorders or infectious disease), residual codes; unclassified, e codes: all (external causes of injury and poisoning)"
385,3,allergies and poisoning,14,"allergic reactions, rehabilitation care; fitting of prostheses; and adjustment of devices, administrative/social admission, medical examination/evaluation, other aftercare, other screening for suspected conditions (not mental disorders or infectious disease), residual codes; unclassified, e codes: all (external causes of injury and poisoning)"
386,3,allergies and poisoning,14,"allergic reactions, rehabilitation care; fitting of prostheses; and adjustment of devices, administrative/social admission, medical examination/evaluation, other aftercare, other screening for suspected conditions (not mental disorders or infectious disease), residual codes; unclassified, e codes: all (external causes of injury and poisoning)"
387,3,allergies and poisoning,14,"allergic reactions, rehabilitation care; fitting of prostheses; and adjustment of devices, administrative/social admission, medical examination/evaluation, other aftercare, other screening for suspected conditions (not mental disorders or infectious disease), residual codes; unclassified, e codes: all (external causes of injury and poisoning)"
388,3,allergies and poisoning,14,"allergic reactions, rehabilitation care; fitting of prostheses; and adjustment of devices, administrative/social admission, medical examination/evaluation, other aftercare, other screening for suspected conditions (not mental disorders or infectious disease), residual codes; unclassified, e codes: all (external causes of injury and poisoning)"
389,3,allergies and poisoning,14,"allergic reactions, rehabilitation care; fitting of prostheses; and adjustment of devices, administrative/social admission, medical examination/evaluation, other aftercare, other screening for suspected conditions (not mental disorders or infectious disease), residual codes; unclassified, e codes: all (external causes of injury and poisoning)"
390,3,allergies and poisoning,14,"allergic reactions, rehabilitation care; fitting of prostheses; and adjustment of devices, administrative/social admission, medical examination/evaluation, other aftercare, other screening for suspected conditions (not mental disorders or infectious disease), residual codes; unclassified, e codes: all (external causes of injury and poisoning)"
391,3,allergies and poisoning,14,"allergic reactions, rehabilitation care; fitting of prostheses; and adjustment of devices, administrative/social admission, medical examination/evaluation, other aftercare, other screening for suspected conditions (not mental disorders or infectious disease), residual codes; unclassified, e codes: all (external causes of injury and poisoning)"
392,3,allergies and poisoning,14,"allergic reactions, rehabilitation care; fitting of prostheses; and adjustment of devices, administrative/social admission, medical examination/evaluation, other aftercare, other screening for suspected conditions (not mental disorders or infectious disease), residual codes; unclassified, e codes: all (external causes of injury and poisoning)"
393,3,allergies and poisoning,14,"allergic reactions, rehabilitation care; fitting of prostheses; and adjustment of devices, administrative/social admission, medical examination/evaluation, other aftercare, other screening for suspected conditions (not mental disorders or infectious disease), residual codes; unclassified, e codes: all (external causes of injury and poisoning)"
394,3,allergies and poisoning,14,"allergic reactions, rehabilitation care; fitting of prostheses; and adjustment of devices, administrative/social admission, medical examination/evaluation, other aftercare, other screening for suspected conditions (not mental disorders or infectious disease), residual codes; unclassified, e codes: all (external causes of injury and poisoning)"
395,3,allergies and poisoning,14,"allergic reactions, rehabilitation care; fitting of prostheses; and adjustment of devices, administrative/social admission, medical examination/evaluation, other aftercare, other screening for suspected conditions (not mental disorders or infectious disease), residual codes; unclassified, e codes: all (external causes of injury and poisoning)"
396,3,allergies and poisoning,14,"allergic reactions, rehabilitation care; fitting of prostheses; and adjustment of devices, administrative/social admission, medical examination/evaluation, other aftercare, other screening for suspected conditions (not mental disorders or infectious disease), residual codes; unclassified, e codes: all (external causes of injury and poisoning)"
397,3,allergies and poisoning,14,"allergic reactions, rehabilitation care; fitting of prostheses; and adjustment of devices, administrative/social admission, medical examination/evaluation, other aftercare, other screening for suspected conditions (not mental disorders or infectious disease), residual codes; unclassified, e codes: all (external causes of injury and poisoning)"
398,3,allergies and poisoning,14,"allergic reactions, rehabilitation care; fitting of prostheses; and adjustment of devices, administrative/social admission, medical examination/evaluation, other aftercare, other screening for suspected conditions (not mental disorders or infectious disease), residual codes; unclassified, e codes: all (external causes of injury and poisoning)"
399,3,allergies and poisoning,14,"allergic reactions, rehabilitation care; fitting of prostheses; and adjustment of devices, administrative/social admission, medical examination/evaluation, other aftercare, other screening for suspected conditions (not mental disorders or infectious disease), residual codes; unclassified, e codes: all (external causes of injury and poisoning)"
400,3,allergies and poisoning,14,"allergic reactions, rehabilitation care; fitting of prostheses; and adjustment of devices, administrative/social admission, medical examination/evaluation, other aftercare, other screening for suspected conditions (not mental disorders or infectious disease), residual codes; unclassified, e codes: all (external causes of injury and poisoning)"
401,3,allergies and poisoning,14,"allergic reactions, rehabilitation care; fitting of prostheses; and adjustment of devices, administrative/social admission, medical examination/evaluation, other aftercare, other screening for suspected conditions (not mental disorders or infectious disease), residual codes; unclassified, e codes: all (external causes of injury and poisoning)"
402,3,allergies and poisoning,14,"allergic reactions, rehabilitation care; fitting of prostheses; and adjustment of devices, administrative/social admission, medical examination/evaluation, other aftercare, other screening for suspected conditions (not mental disorders or infectious disease), residual codes; unclassified, e codes: all (external causes of injury and poisoning)"
403,3,allergies and poisoning,14,"allergic reactions, rehabilitation care; fitting of prostheses; and adjustment of devices, administrative/social admission, medical examination/evaluation, other aftercare, other screening for suspected conditions (not mental disorders or infectious disease), residual codes; unclassified, e codes: all (external causes of injury and poisoning)"
404,3,allergies and poisoning,14,"allergic reactions, rehabilitation care; fitting of prostheses; and adjustment of devices, administrative/social admission, medical examination/evaluation, other aftercare, other screening for suspected conditions (not mental disorders or infectious disease), residual codes; unclassified, e codes: all (external causes of injury and poisoning)"
405,3,allergies and poisoning,14,"allergic reactions, rehabilitation care; fitting of prostheses; and adjustment of devices, administrative/social admission, medical examination/evaluation, other aftercare, other screening for suspected conditions (not mental disorders or infectious disease), residual codes; unclassified, e codes: all (external causes of injury and poisoning)"
406,3,allergies and poisoning,14,"allergic reactions, rehabilitation care; fitting of prostheses; and adjustment of devices, administrative/social admission, medical examination/evaluation, other aftercare, other screening for suspected conditions (not mental disorders or infectious disease), residual codes; unclassified, e codes: all (external causes of injury and poisoning)"
407,3,allergies and poisoning,14,"allergic reactions, rehabilitation care; fitting of prostheses; and adjustment of devices, administrative/social admission, medical examination/evaluation, other aftercare, other screening for suspected conditions (not mental disorders or infectious disease), residual codes; unclassified, e codes: all (external causes of injury and poisoning)"
408,3,allergies and poisoning,14,"allergic reactions, rehabilitation care; fitting of prostheses; and adjustment of devices, administrative/social admission, medical examination/evaluation, other aftercare, other screening for suspected conditions (not mental disorders or infectious disease), residual codes; unclassified, e codes: all (external causes of injury and poisoning)"
409,3,allergies and poisoning,14,"allergic reactions, rehabilitation care; fitting of prostheses; and adjustment of devices, administrative/social admission, medical examination/evaluation, other aftercare, other screening for suspected conditions (not mental disorders or infectious disease), residual codes; unclassified, e codes: all (external causes of injury and poisoning)"
410,3,allergies and poisoning,14,"allergic reactions, rehabilitation care; fitting of prostheses; and adjustment of devices, administrative/social admission, medical examination/evaluation, other aftercare, other screening for suspected conditions (not mental disorders or infectious disease), residual codes; unclassified, e codes: all (external causes of injury and poisoning)"
411,3,allergies and poisoning,14,"allergic reactions, rehabilitation care; fitting of prostheses; and adjustment of devices, administrative/social admission, medical examination/evaluation, other aftercare, other screening for suspected conditions (not mental disorders or infectious disease), residual codes; unclassified, e codes: all (external causes of injury and poisoning)"
412,3,allergies and poisoning,14,"allergic reactions, rehabilitation care; fitting of prostheses; and adjustment of devices, administrative/social admission, medical examination/evaluation, other aftercare, other screening for suspected conditions (not mental disorders or infectious disease), residual codes; unclassified, e codes: all (external causes of injury and poisoning)"
413,3,allergies and poisoning,14,"allergic reactions, rehabilitation care; fitting of prostheses; and adjustment of devices, administrative/social admission, medical examination/evaluation, other aftercare, other screening for suspected conditions (not mental disorders or infectious disease), residual codes; unclassified, e codes: all (external causes of injury and poisoning)"
414,3,allergies and poisoning,14,"allergic reactions, rehabilitation care; fitting of prostheses; and adjustment of devices, administrative/social admission, medical examination/evaluation, other aftercare, other screening for suspected conditions (not mental disorders or infectious disease), residual codes; unclassified, e codes: all (external causes of injury and poisoning)"
415,3,allergies and poisoning,14,"allergic reactions, rehabilitation care; fitting of prostheses; and adjustment of devices, administrative/social admission, medical examination/evaluation, other aftercare, other screening for suspected conditions (not mental disorders or infectious disease), residual codes; unclassified, e codes: all (external causes of injury and poisoning)"
416,3,allergies and poisoning,14,"allergic reactions, rehabilitation care; fitting of prostheses; and adjustment of devices, administrative/social admission, medical examination/evaluation, other aftercare, other screening for suspected conditions (not mental disorders or infectious disease), residual codes; unclassified, e codes: all (external causes of injury and poisoning)"
417,3,allergies and poisoning,14,"allergic reactions, rehabilitation care; fitting of prostheses; and adjustment of devices, administrative/social admission, medical examination/evaluation, other aftercare, other screening for suspected conditions (not mental disorders or infectious disease), residual codes; unclassified, e codes: all (external causes of injury and poisoning)"
418,3,allergies and poisoning,14,"allergic reactions, rehabilitation care; fitting of prostheses; and adjustment of devices, administrative/social admission, medical examination/evaluation, other aftercare, other screening for suspected conditions (not mental disorders or infectious disease), residual codes; unclassified, e codes: all (external causes of injury and poisoning)"
419,3,allergies and poisoning,14,"allergic reactions, rehabilitation care; fitting of prostheses; and adjustment of devices, administrative/social admission, medical examination/evaluation, other aftercare, other screening for suspected conditions (not mental disorders or infectious disease), residual codes; unclassified, e codes: all (external causes of injury and poisoning)"
420,3,allergies and poisoning,14,"allergic reactions, rehabilitation care; fitting of prostheses; and adjustment of devices, administrative/social admission, medical examination/evaluation, other aftercare, other screening for suspected conditions (not mental disorders or infectious disease), residual codes; unclassified, e codes: all (external causes of injury and poisoning)"
421,3,allergies and poisoning,14,"allergic reactions, rehabilitation care; fitting of prostheses; and adjustment of devices, administrative/social admission, medical examination/evaluation, other aftercare, other screening for suspected conditions (not mental disorders or infectious disease), residual codes; unclassified, e codes: all (external causes of injury and poisoning)"
422,3,allergies and poisoning,14,"allergic reactions, rehabilitation care; fitting of prostheses; and adjustment of devices, administrative/social admission, medical examination/evaluation, other aftercare, other screening for suspected conditions (not mental disorders or infectious disease), residual codes; unclassified, e codes: all (external causes of injury and poisoning)"
423,3,allergies and poisoning,14,"allergic reactions, rehabilitation care; fitting of prostheses; and adjustment of devices, administrative/social admission, medical examination/evaluation, other aftercare, other screening for suspected conditions (not mental disorders or infectious disease), residual codes; unclassified, e codes: all (external causes of injury and poisoning)"
424,3,allergies and poisoning,14,"allergic reactions, rehabilitation care; fitting of prostheses; and adjustment of devices, administrative/social admission, medical examination/evaluation, other aftercare, other screening for suspected conditions (not mental disorders or infectious disease), residual codes; unclassified, e codes: all (external causes of injury and poisoning)"
425,3,allergies and poisoning,14,"allergic reactions, rehabilitation care; fitting of prostheses; and adjustment of devices, administrative/social admission, medical examination/evaluation, other aftercare, other screening for suspected conditions (not mental disorders or infectious disease), residual codes; unclassified, e codes: all (external causes of injury and poisoning)"
426,3,allergies and poisoning,14,"allergic reactions, rehabilitation care; fitting of prostheses; and adjustment of devices, administrative/social admission, medical examination/evaluation, other aftercare, other screening for suspected conditions (not mental disorders or infectious disease), residual codes; unclassified, e codes: all (external causes of injury and poisoning)"
427,3,allergies and poisoning,14,"allergic reactions, rehabilitation care; fitting of prostheses; and adjustment of devices, administrative/social admission, medical examination/evaluation, other aftercare, other screening for suspected conditions (not mental disorders or infectious disease), residual codes; unclassified, e codes: all (external causes of injury and poisoning)"
428,3,allergies and poisoning,14,"allergic reactions, rehabilitation care; fitting of prostheses; and adjustment of devices, administrative/social admission, medical examination/evaluation, other aftercare, other screening for suspected conditions (not mental disorders or infectious disease), residual codes; unclassified, e codes: all (external causes of injury and poisoning)"
429,3,allergies and poisoning,14,"allergic reactions, rehabilitation care; fitting of prostheses; and adjustment of devices, administrative/social admission, medical examination/evaluation, other aftercare, other screening for suspected conditions (not mental disorders or infectious disease), residual codes; unclassified, e codes: all (external causes of injury and poisoning)"
430,3,allergies and poisoning,14,"allergic reactions, rehabilitation care; fitting of prostheses; and adjustment of devices, administrative/social admission, medical examination/evaluation, other aftercare, other screening for suspected conditions (not mental disorders or infectious disease), residual codes; unclassified, e codes: all (external causes of injury and poisoning)"
431,3,allergies and poisoning,14,"allergic reactions, rehabilitation care; fitting of prostheses; and adjustment of devices, administrative/social admission, medical examination/evaluation, other aftercare, other screening for suspected conditions (not mental disorders or infectious disease), residual codes; unclassified, e codes: all (external causes of injury and poisoning)"
432,3,allergies and poisoning,14,"allergic reactions, rehabilitation care; fitting of prostheses; and adjustment of devices, administrative/social admission, medical examination/evaluation, other aftercare, other screening for suspected conditions (not mental disorders or infectious disease), residual codes; unclassified, e codes: all (external causes of injury and poisoning)"
433,3,allergies and poisoning,14,"allergic reactions, rehabilitation care; fitting of prostheses; and adjustment of devices, administrative/social admission, medical examination/evaluation, other aftercare, other screening for suspected conditions (not mental disorders or infectious disease), residual codes; unclassified, e codes: all (external causes of injury and poisoning)"
434,3,allergies and poisoning,14,"allergic reactions, rehabilitation care; fitting of prostheses; and adjustment of devices, administrative/social admission, medical examination/evaluation, other aftercare, other screening for suspected conditions (not mental disorders or infectious disease), residual codes; unclassified, e codes: all (external causes of injury and poisoning)"
435,3,allergies and poisoning,14,"allergic reactions, rehabilitation care; fitting of prostheses; and adjustment of devices, administrative/social admission, medical examination/evaluation, other aftercare, other screening for suspected conditions (not mental disorders or infectious disease), residual codes; unclassified, e codes: all (external causes of injury and poisoning)"
436,3,allergies and poisoning,14,"allergic reactions, rehabilitation care; fitting of prostheses; and adjustment of devices, administrative/social admission, medical examination/evaluation, other aftercare, other screening for suspected conditions (not mental disorders or infectious disease), residual codes; unclassified, e codes: all (external causes of injury and poisoning)"
437,3,allergies and poisoning,14,"allergic reactions, rehabilitation care; fitting of prostheses; and adjustment of devices, administrative/social admission, medical examination/evaluation, other aftercare, other screening for suspected conditions (not mental disorders or infectious disease), residual codes; unclassified, e codes: all (external causes of injury and poisoning)"
438,3,allergies and poisoning,14,"allergic reactions, rehabilitation care; fitting of prostheses; and adjustment of devices, administrative/social admission, medical examination/evaluation, other aftercare, other screening for suspected conditions (not mental disorders or infectious disease), residual codes; unclassified, e codes: all (external causes of injury and poisoning)"
439,3,allergies and poisoning,14,"allergic reactions, rehabilitation care; fitting of prostheses; and adjustment of devices, administrative/social admission, medical examination/evaluation, other aftercare, other screening for suspected conditions (not mental disorders or infectious disease), residual codes; unclassified, e codes: all (external causes of injury and poisoning)"
440,3,allergies and poisoning,14,"allergic reactions, rehabilitation care; fitting of prostheses; and adjustment of devices, administrative/social admission, medical examination/evaluation, other aftercare, other screening for suspected conditions (not mental disorders or infectious disease), residual codes; unclassified, e codes: all (external causes of injury and poisoning)"
441,3,allergies and poisoning,14,"allergic reactions, rehabilitation care; fitting of prostheses; and adjustment of devices, administrative/social admission, medical examination/evaluation, other aftercare, other screening for suspected conditions (not mental disorders or infectious disease), residual codes; unclassified, e codes: all (external causes of injury and poisoning)"
442,3,allergies and poisoning,14,"allergic reactions, rehabilitation care; fitting of prostheses; and adjustment of devices, administrative/social admission, medical examination/evaluation, other aftercare, other screening for suspected conditions (not mental disorders or infectious disease), residual codes; unclassified, e codes: all (external causes of injury and poisoning)"
443,3,allergies and poisoning,14,"allergic reactions, rehabilitation care; fitting of prostheses; and adjustment of devices, administrative/social admission, medical examination/evaluation, other aftercare, other screening for suspected conditions (not mental disorders or infectious disease), residual codes; unclassified, e codes: all (external causes of injury and poisoning)"
444,3,allergies and poisoning,14,"allergic reactions, rehabilitation care; fitting of prostheses; and adjustment of devices, administrative/social admission, medical examination/evaluation, other aftercare, other screening for suspected conditions (not mental disorders or infectious disease), residual codes; unclassified, e codes: all (external causes of injury and poisoning)"
445,3,allergies and poisoning,14,"allergic reactions, rehabilitation care; fitting of prostheses; and adjustment of devices, administrative/social admission, medical examination/evaluation, other aftercare, other screening for suspected conditions (not mental disorders or infectious disease), residual codes; unclassified, e codes: all (external causes of injury and poisoning)"
446,3,allergies and poisoning,14,"allergic reactions, rehabilitation care; fitting of prostheses; and adjustment of devices, administrative/social admission, medical examination/evaluation, other aftercare, other screening for suspected conditions (not mental disorders or infectious disease), residual codes; unclassified, e codes: all (external causes of injury and poisoning)"
447,3,allergies and poisoning,14,"allergic reactions, rehabilitation care; fitting of prostheses; and adjustment of devices, administrative/social admission, medical examination/evaluation, other aftercare, other screening for suspected conditions (not mental disorders or infectious disease), residual codes; unclassified, e codes: all (external causes of injury and poisoning)"
448,3,allergies and poisoning,14,"allergic reactions, rehabilitation care; fitting of prostheses; and adjustment of devices, administrative/social admission, medical examination/evaluation, other aftercare, other screening for suspected conditions (not mental disorders or infectious disease), residual codes; unclassified, e codes: all (external causes of injury and poisoning)"
449,3,allergies and poisoning,14,"allergic reactions, rehabilitation care; fitting of prostheses; and adjustment of devices, administrative/social admission, medical examination/evaluation, other aftercare, other screening for suspected conditions (not mental disorders or infectious disease), residual codes; unclassified, e codes: all (external causes of injury and poisoning)"
450,3,allergies and poisoning,14,"allergic reactions, rehabilitation care; fitting of prostheses; and adjustment of devices, administrative/social admission, medical examination/evaluation, other aftercare, other screening for suspected conditions (not mental disorders or infectious disease), residual codes; unclassified, e codes: all (external causes of injury and poisoning)"
451,3,allergies and poisoning,14,"allergic reactions, rehabilitation care; fitting of prostheses; and adjustment of devices, administrative/social admission, medical examination/evaluation, other aftercare, other screening for suspected conditions (not mental disorders or infectious disease), residual codes; unclassified, e codes: all (external causes of injury and poisoning)"
452,3,allergies and poisoning,14,"allergic reactions, rehabilitation care; fitting of prostheses; and adjustment of devices, administrative/social admission, medical examination/evaluation, other aftercare, other screening for suspected conditions (not mental disorders or infectious disease), residual codes; unclassified, e codes: all (external causes of injury and poisoning)"
453,3,allergies and poisoning,14,"allergic reactions, rehabilitation care; fitting of prostheses; and adjustment of devices, administrative/social admission, medical examination/evaluation, other aftercare, other screening for suspected conditions (not mental disorders or infectious disease), residual codes; unclassified, e codes: all (external causes of injury and poisoning)"
454,3,allergies and poisoning,14,"allergic reactions, rehabilitation care; fitting of prostheses; and adjustment of devices, administrative/social admission, medical examination/evaluation, other aftercare, other screening for suspected conditions (not mental disorders or infectious disease), residual codes; unclassified, e codes: all (external causes of injury and poisoning)"
455,3,allergies and poisoning,14,"allergic reactions, rehabilitation care; fitting of prostheses; and adjustment of devices, administrative/social admission, medical examination/evaluation, other aftercare, other screening for suspected conditions (not mental disorders or infectious disease), residual codes; unclassified, e codes: all (external causes of injury and poisoning)"
456,3,allergies and poisoning,14,"allergic reactions, rehabilitation care; fitting of prostheses; and adjustment of devices, administrative/social admission, medical examination/evaluation, other aftercare, other screening for suspected conditions (not mental disorders or infectious disease), residual codes; unclassified, e codes: all (external causes of injury and poisoning)"
457,3,allergies and poisoning,14,"allergic reactions, rehabilitation care; fitting of prostheses; and adjustment of devices, administrative/social admission, medical examination/evaluation, other aftercare, other screening for suspected conditions (not mental disorders or infectious disease), residual codes; unclassified, e codes: all (external causes of injury and poisoning)"
458,3,allergies and poisoning,14,"allergic reactions, rehabilitation care; fitting of prostheses; and adjustment of devices, administrative/social admission, medical examination/evaluation, other aftercare, other screening for suspected conditions (not mental disorders or infectious disease), residual codes; unclassified, e codes: all (external causes of injury and poisoning)"
459,3,allergies and poisoning,14,"allergic reactions, rehabilitation care; fitting of prostheses; and adjustment of devices, administrative/social admission, medical examination/evaluation, other aftercare, other screening for suspected conditions (not mental disorders or infectious disease), residual codes; unclassified, e codes: all (external causes of injury and poisoning)"
460,3,allergies and poisoning,14,"allergic reactions, rehabilitation care; fitting of prostheses; and adjustment of devices, administrative/social admission, medical examination/evaluation, other aftercare, other screening for suspected conditions (not mental disorders or infectious disease), residual codes; unclassified, e codes: all (external causes of injury and poisoning)"
461,3,allergies and poisoning,14,"allergic reactions, rehabilitation care; fitting of prostheses; and adjustment of devices, administrative/social admission, medical examination/evaluation, other aftercare, other screening for suspected conditions (not mental disorders or infectious disease), residual codes; unclassified, e codes: all (external causes of injury and poisoning)"
462,3,allergies and poisoning,14,"allergic reactions, rehabilitation care; fitting of prostheses; and adjustment of devices, administrative/social admission, medical examination/evaluation, other aftercare, other screening for suspected conditions (not mental disorders or infectious disease), residual codes; unclassified, e codes: all (external causes of injury and poisoning)"
463,3,allergies and poisoning,14,"allergic reactions, rehabilitation care; fitting of prostheses; and adjustment of devices, administrative/social admission, medical examination/evaluation, other aftercare, other screening for suspected conditions (not mental disorders or infectious disease), residual codes; unclassified, e codes: all (external causes of injury and poisoning)"
